slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
1,TCGA-A2-A4RY-01Z-00-DX1.143E32FC-E10F-4590-9C72-32094B24EF8C,tiff5x,8273270,218.008705,219.781088,1772.383
2,TCGA-A8-A06P-01Z-00-DX1.37660D0F-1595-43C5-9D30-58D6CB93B52C,tiff5x,1920694,253.428779,253.826678,397.899
3,TCGA-A8-A09K-01Z-00-DX1.41B2DF5F-C0E1-43BB-BAA5-2946A9EC4650,tiff5x,3045761,310.981562,311.627555,645.992
4,TCGA-AN-A03Y-01Z-00-DX1.074C48E5-ED69-40AE-8709-444898122BF4,tiff5x,3174941,369.679125,370.614761,935.635
5,TCGA-AR-A1AQ-01Z-00-DX1.09D5D7FC-0FA8-4176-94B2-995F44D8ED4C,tiff5x,4893092,455.890407,457.371837,1481.430
6,TCGA-B6-A0RE-01Z-00-DX1.8933BDB4-EF8D-41FA-9A50-05BB3AB976E5,tiff5x,8315406,612.649875,614.573602,1923.726
7,TCGA-BH-A0C3-01Z-00-DX1.14D3210D-0CBE-4DCA-A986-A26AE5382502,tiff5x,10324619,769.460880,771.948058,2487.177
8,TCGA-BH-A18Q-01Z-00-DX1.E89E49C7-D62A-4408-A3D9-19E79FCB249E,tiff5x,9375896,957.430637,959.643514,2212.876
9,TCGA-C8-A135-01Z-00-DX1.B69A605E-B577-4F43-9471-2C95312B05D9,tiff5x,8223846,1121.679138,1123.585345,1906.206
10,TCGA-D8-A1JM-01Z-00-DX1.3CD15BC8-08B3-4BEE-9FD7-A8BEED33268E,tiff5x,7449176,1262.242187,1263.675157,1432.970
11,TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270,tiff5x,10659407,1492.054776,1494.509248,2454.472
12,TCGA-E2-A15O-01Z-00-DX1.4D0F3975-93EA-4DC2-AD0C-A76A24C3AE0C,tiff5x,6938928,1591.332680,1593.070109,1737.428
13,TCGA-E9-A1R3-01Z-00-DX1.779642c7-b3b0-4ff2-af97-201d4bcfc197,tiff5x,5468466,1698.739849,1700.107901,1368.051
0,TCGA-A2-A0ER-01Z-00-DX1.18123C1B-A0CC-4957-9373-5FFAB985C2E8,tiff5x,5743728,62.472966,63.740380,1267.413
1,TCGA-A2-A4S1-01Z-00-DX1.C69B14F6-5021-4FD8-8F2D-70227A5DA2B1,tiff5x,4218037,110.053651,111.052695,999.043
2,TCGA-A8-A06R-01Z-00-DX1.41476D0D-BA72-4FB8-B143-9EB679F26D28,tiff5x,1857097,131.434411,131.780047,345.635
3,TCGA-A8-A09N-01Z-00-DX1.A0E4EF10-5BFF-46A0-94C7-578EA3A88599,tiff5x,1642726,148.449333,148.803799,354.465
4,TCGA-AN-A046-01Z-00-DX1.C529B94F-AFE3-4701-BC98-5D6EDF7B82C0,tiff5x,2473366,180.891089,182.005058,1113.968
5,TCGA-AR-A1AS-01Z-00-DX1.72979519-0A90-42AD-9F23-1991F75C8CE7,tiff5x,12216462,343.108294,345.548499,2440.204
6,TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1,tiff5x,12500360,517.091917,519.837684,2745.766
7,TCGA-BH-A0DD-01Z-00-DX1.2242DD1F-0B7C-4B43-A7A9-8130D2BDEE78,tiff5x,8062331,622.871484,624.792848,1921.363
8,TCGA-BH-A18S-01Z-00-DX1.B36FC684-0010-4ABB-9E25-303C8DF1C4E2,tiff5x,4766479,682.268714,683.817744,1549.030
9,TCGA-C8-A138-01Z-00-DX1.845A0680-23A4-4A58-A9C4-2EE17BDBD371,tiff5x,5741952,762.987668,764.102584,1114.915
10,TCGA-D8-A1JP-01Z-00-DX1.B02959C4-6AAD-4ACA-9838-61D224D838E4,tiff5x,6960664,843.487119,844.942628,1455.508
11,TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5,tiff5x,10077741,994.384150,996.387683,2003.533
12,TCGA-E2-A15R-01Z-00-DX1.B58D2D9D-05EE-4D66-8DC0-9E5C6AD2E3D3,tiff5x,8518377,1089.285990,1091.542213,2256.222
13,TCGA-E9-A1R5-01Z-00-DX1.b870d5eb-6259-4b49-86e4-569a9e32ecd5,tiff5x,7364540,1185.527976,1187.029877,1501.900
14,TCGA-EW-A1P8-01Z-00-DX1.E9852193-8CDD-49EF-B49B-DA6931198F0D,tiff5x,14359441,1377.726997,1381.810413,4083.415
15,TCGA-LL-A73Z-01Z-00-DX1.C010142E-29C0-411D-9E0E-4B7D8A4C09BF,tiff5x,3260824,1419.229445,1419.925898,696.452
16,TCGA-A2-A0ER-01Z-00-DX1.18123C1B-A0CC-4957-9373-5FFAB985C2E8,tiff5x,5743728,1480.185440,1481.457139,1271.698
17,TCGA-A2-A4S1-01Z-00-DX1.C69B14F6-5021-4FD8-8F2D-70227A5DA2B1,tiff5x,4218037,1529.024667,1530.014844,990.176
18,TCGA-A8-A06R-01Z-00-DX1.41476D0D-BA72-4FB8-B143-9EB679F26D28,tiff5x,1857097,1549.993864,1550.328835,334.970
19,TCGA-A8-A09N-01Z-00-DX1.A0E4EF10-5BFF-46A0-94C7-578EA3A88599,tiff5x,1642726,1566.692364,1567.036931,344.566
20,TCGA-AN-A046-01Z-00-DX1.C529B94F-AFE3-4701-BC98-5D6EDF7B82C0,tiff5x,2473366,1598.726193,1599.841417,1115.224
21,TCGA-AR-A1AS-01Z-00-DX1.72979519-0A90-42AD-9F23-1991F75C8CE7,tiff5x,12216462,1758.926709,1761.296814,2370.104
